DEPT .m 	Cali in	DT us/ft	GR  gAPI	LLD ohmm	LLS ohmm	MSFL ohmm	NPHI m3/m3	RHOB g/cm3	SP mV	MD M	TVDSS	UTME	UTMN
1594.56952	9.548959732	78.40560913	175.3201752	3.320144415	3.350968123	2.991273403	0.202101305	2.511274099	-35.07632065	1594.506836	1557.682251	399573.0313	85551.79688
1594.66952	9.546794891	78.91079712	174.7878876	3.305052519	3.339288235	2.901772261	0.19514592	2.507599831	-35.211689	1594.607056	1557.77063	399573.0625	85551.76563
1594.76952	9.545593262	78.90115356	173.2358093	3.299598455	3.329989672	2.838576317	0.187566936	2.502961397	-35.28871918	1594.707275	1557.858887	399573.0938	85551.72656
1594.86952	9.544520378	78.54732513	171.269043	3.29124403	3.322092056	2.814078808	0.180893704	2.498238325	-35.35654449	1594.807495	1557.947266	399573.0938	85551.6875
1594.96952	9.543404579	77.68269348	168.8088684	3.27431488	3.316186667	2.856664419	0.176169291	2.493645191	-35.42432785	1594.907715	1558.035645	399573.125	85551.65625
1595.06952	9.542717934	76.74545288	166.8391571	3.251656532	3.310816526	3.000285864	0.172140956	2.486321211	-35.54720688	1595.007935	1558.124023	399573.1563	85551.61719
1595.16952	9.542243004	75.86893463	165.7002716	3.277216196	3.379774332	3.186214209	0.168192923	2.478994846	-35.70632553	1595.108154	1558.21228	399573.1563	85551.58594
1595.26952	9.542045593	75.1792984	166.3076782	3.422819853	3.628658772	3.419481754	0.164059058	2.473155022	-35.92318726	1595.208374	1558.300659	399573.1875	85551.54688
1595.36952	9.560192108	74.50221252	167.7608948	3.827497482	4.11797142	4.054437637	0.161134645	2.476839542	-36.33406448	1595.308472	1558.389038	399573.2188	85551.50781
1595.46952	9.582310677	73.82456207	169.2944641	4.358084202	4.777641773	5.187960625	0.160208657	2.483769417	-36.73731995	1595.408691	1558.477417	399573.2188	85551.47656
1595.56952	9.599567413	73.13342285	170.2852783	5.036299706	5.740109444	7.490257263	0.164342523	2.491840363	-36.93534851	1595.508911	1558.565674	399573.25	85551.4375
1595.66952	9.582006455	72.62450409	169.5213471	5.734026909	6.314371586	7.968364716	0.169799209	2.498588324	-36.93821716	1595.609131	1558.654053	399573.25	85551.40625
1595.76952	9.551547051	72.36492157	167.9228058	6.359140873	6.692214966	7.52008915	0.175551713	2.504860401	-36.85031509	1595.709351	1558.742432	399573.2813	85551.36719
1595.86952	9.52372551	72.8374939	165.6998291	6.655269623	6.883619309	6.181769371	0.180407345	2.511290789	-36.70143127	1595.80957	1558.830811	399573.3125	85551.33594
1595.96952	9.49978447	73.50717163	161.9534454	6.79406929	7.018582821	5.110176563	0.176091328	2.514855146	-36.61031342	1595.90979	1558.919067	399573.3125	85551.29688
1596.06952	9.477241516	74.23579407	157.4617004	6.75694418	7.042528629	4.255571842	0.16648294	2.516729116	-36.57463455	1596.009888	1559.007446	399573.3438	85551.25781
1596.16952	9.45184803	74.74996948	152.959671	6.149136066	6.585967064	3.900650501	0.152178466	2.51692605	-36.69582748	1596.110107	1559.095825	399573.375	85551.22656
1596.26952	9.439639092	74.87200928	149.2486572	5.553529263	6.010993004	3.582211018	0.125426769	2.51699996	-36.71822357	1596.210327	1559.184204	399573.375	85551.1875
1596.36952	9.432053566	74.65022278	146.0980682	4.998870373	5.390520096	3.299835682	0.092670865	2.518502474	-36.67871475	1596.310547	1559.272461	399573.4063	85551.15625
1596.46952	9.394586563	73.46053314	143.7016602	4.746573448	5.002725124	3.144192696	0.073379532	2.533528805	-36.6178894	1596.410767	1559.36084	399573.4375	85551.11719
1596.56952	9.363960266	71.51572418	143.6055756	4.546207905	4.715805531	3.030124426	0.065086618	2.545455694	-36.55993652	1596.510986	1559.449219	399573.4375	85551.07813
1596.66952	9.33730793	69.04711151	145.3434448	4.384055138	4.504629135	2.947216034	0.065190032	2.554630756	-36.50549698	1596.611206	1559.537598	399573.4688	85551.04688
1596.76952	9.29131031	67.16272736	149.6459961	4.221653462	4.320573807	2.874447107	0.070767455	2.555221319	-36.47662735	1596.711426	1559.625855	399573.5	85551.00781
1596.86952	9.262774468	65.98983002	154.0117798	4.225239277	4.24828577	2.924427509	0.078804724	2.558652878	-36.46303558	1596.811523	1559.714233	399573.5	85550.97656
1596.96952	9.249785423	65.45674133	158.4274902	4.377646923	4.276736736	3.08457613	0.089058273	2.564604998	-36.46315765	1596.911743	1559.802612	399573.5313	85550.9375
1597.06952	9.221241951	65.86638641	161.2016449	4.63945818	4.510923386	3.353605032	0.103625193	2.565851688	-36.47765732	1597.011963	1559.890991	399573.5625	85550.89844
1597.16952	9.190274239	66.82402802	162.844986	4.900481701	4.766369343	3.515830755	0.121404722	2.564011812	-36.5904274	1597.112183	1559.979248	399573.5625	85550.86719
1597.26952	9.1566782	68.37534332	163.2632904	5.160652638	5.044847012	3.562352896	0.142664567	2.558828354	-36.80965424	1597.212402	1560.067627	399573.5938	85550.82813
1597.36952	9.137133598	70.3835144	162.3209839	5.358030796	5.270568848	3.47250104	0.161603406	2.548187017	-37.05020905	1597.312622	1560.156006	399573.625	85550.79688
1597.46952	9.111092567	72.44987488	160.6248779	5.541662216	5.453355789	3.443496943	0.177090555	2.53805995	-37.2482338	1597.412842	1560.244385	399573.625	85550.75781
1597.56952	9.075659752	74.56509399	158.0199585	5.711019516	5.582883358	3.502748728	0.188179791	2.528939009	-37.38904572	1597.51294	1560.332642	399573.6563	85550.71875
1597.66952	9.055300713	75.63201141	153.6212616	5.894675255	5.689234257	3.488896132	0.187174276	2.523631573	-37.40200043	1597.613159	1560.421021	399573.6875	85550.6875
1597.76952	9.043019295	76.31558991	149.4591827	6.128662109	5.819013596	3.345103979	0.180987403	2.517400026	-37.40200043	1597.713379	1560.509399	399573.6875	85550.64844
1597.86952	9.041247368	76.55464172	145.9682465	6.441063881	5.990141869	3.004749537	0.168454602	2.509066582	-37.40200043	1597.813599	1560.597778	399573.7188	85550.61719
1597.96952	9.040999413	75.70400238	143.9910431	6.78986311	6.108846664	2.791420221	0.15456745	2.506940603	-37.43450546	1597.913818	1560.686035	399573.75	85550.57813
1598.06952	9.040867806	74.45440674	143.0894928	7.121349812	6.208897591	2.618192911	0.141099215	2.50979352	-37.50896454	1598.014038	1560.774414	399573.75	85550.53906
1598.16952	9.040473938	72.76694489	143.8267059	7.406913757	6.288949966	2.483350277	0.128894493	2.520489216	-37.65588379	1598.114258	1560.862793	399573.7813	85550.50781
1598.26952	9.038961411	71.00952148	146.0792236	7.637705803	6.338739395	2.547351837	0.117861942	2.532090426	-37.74679947	1598.214478	1560.951172	399573.8125	85550.46875
1598.36952	9.03567791	69.56092072	148.3077698	7.851110458	6.369899273	2.595558405	0.110559054	2.546093702	-37.80414963	1598.314575	1561.039429	399573.8125	85550.4375
1598.46952	9.02865696	68.91583252	149.6097412	8.052882195	6.372326851	2.490899563	0.111805774	2.565516233	-37.81058121	1598.414795	1561.127808	399573.8438	85550.39844
1598.56952	9.021636009	68.96949005	148.8418427	8.120903969	6.261257649	2.073973179	0.116010234	2.579725266	-37.7767067	1598.515015	1561.216187	399573.875	85550.35938
1598.66952	9.00881958	69.2828064	147.0485687	8.105625153	6.101633072	1.645705462	0.120671652	2.585126877	-37.72748566	1598.615234	1561.304565	399573.875	85550.32813
1598.76952	8.97765255	69.73490143	144.03302	7.957396984	5.899271011	1.486978531	0.123886876	2.567738295	-37.66908646	1598.715454	1561.392822	399573.9063	85550.28906
1598.86952	8.895744324	70.17037201	143.0193939	7.621006966	5.694183826	1.495928884	0.124424145	2.539027214	-37.56201172	1598.815674	1561.481201	399573.9063	85550.25781
1598.96952	8.809482575	70.58947754	143.1270905	7.199073315	5.493307114	1.575986624	0.124327555	2.508546352	-37.44667053	1598.915894	1561.56958	399573.9375	85550.21875
1599.06952	8.789600372	70.96749878	144.6119995	6.731225491	5.314698219	1.675396085	0.126033589	2.48951745	-37.37777328	1599.015991	1561.657959	399573.9688	85550.1875
1599.16952	8.778090477	71.27911377	146.8169861	6.385975838	5.156033039	1.75551939	0.128440946	2.481227398	-37.30887604	1599.116211	1561.746216	399573.9688	85550.14844
1599.26952	8.770817757	71.52267456	149.415802	6.110530853	4.994136334	1.823751926	0.130714953	2.47747159	-37.23997879	1599.216431	1561.834595	399574	85550.10938
1599.36952	8.763993263	71.55791473	152.2282562	5.88782692	4.75410986	1.878279567	0.130124405	2.46894145	-37.17107773	1599.31665	1561.922974	399574.0313	85550.07813
1599.46952	8.754972458	71.59799194	154.9734345	5.684366226	4.567174435	1.88354063	0.132666409	2.462567329	-37.22585678	1599.41687	1562.011353	399574.0313	85550.03906
1599.56952	8.745959282	71.68148804	157.7438812	5.49489212	4.417029858	1.855910182	0.137739375	2.4575212	-37.35373306	1599.51709	1562.099609	399574.0625	85550.00781
1599.66952	8.749698639	72.1459198	161.1406097	5.326059818	4.30692482	1.802891851	0.148566142	2.452534199	-37.4561615	1599.61731	1562.187988	399574.0938	85549.96875
1599.76952	8.753138542	72.77778626	166.4780273	5.167061329	4.203763485	1.741240978	0.159017578	2.44589591	-37.45443726	1599.717529	1562.276367	399574.0938	85549.92969
1599.86952	8.755900383	73.57626343	173.2815552	5.016737461	4.106622696	1.673127532	0.169018105	2.437757254	-37.37224197	1599.817627	1562.364746	399574.125	85549.89844
1599.96952	8.749667168	75.19438171	180.3618774	4.892525196	4.025848389	1.604951739	0.175645411	2.424371481	-37.23975754	1599.917847	1562.453003	399574.1563	85549.85938
1600.06952	8.74229908	76.99901581	186.0036621	4.772541523	3.95360136	1.568958521	0.180828616	2.410091877	-37.12013626	1600.018066	1562.541382	399574.1563	85549.82813
1600.16952	8.73390007	78.97309876	190.3386993	4.656400204	3.889100075	1.56219995	0.184699997	2.394999981	-37.0121994	1600.118286	1562.629761	399574.1875	85549.78906
1600.26952	8.719530106	80.15853119	191.6072083	4.61335516	3.872302294	1.629916549	0.18817769	2.386732101	-36.97368622	1600.218506	1562.71814	399574.2188	85549.75
1600.36952	8.711999893	81.03768921	191.8816681	4.588675976	3.863343954	1.740954042	0.19256115	2.381650209	-36.96809006	1600.318726	1562.806519	399574.2188	85549.71875
1600.46952	8.711999893	81.57968903	191.0618591	4.584214211	3.863015652	1.899681091	0.197941735	2.380075693	-36.99872971	1600.418945	1562.894775	399574.25	85549.67969
1600.56952	8.711999893	81.86625671	190.4459839	4.618544102	3.887424707	2.220135689	0.203009978	2.389245272	-37.0294342	1600.519043	1562.983154	399574.2813	85549.64844
1600.66952	8.711999893	82.09239197	189.6990356	4.660587311	3.924651384	2.56573534	0.207388446	2.39957428	-37.07123184	1600.619263	1563.071533	399574.2813	85549.60938
1600.76952	8.711999893	82.25498962	188.7631378	4.710325241	3.977341652	2.934042454	0.210866138	2.41072917	-37.12786102	1600.719482	1563.159912	399574.3125	85549.57031
1600.86952	8.712237358	82.30405426	187.0151367	4.800398827	4.035785675	3.291197777	0.212801576	2.414706469	-37.21224976	1600.819702	1563.248169	399574.3438	85549.53906
1600.96952	8.713871002	82.32700348	183.8984833	4.889943123	4.109552383	3.540275335	0.214274019	2.416600227	-37.31930923	1600.919922	1563.336548	399574.3438	85549.5
1601.06952	8.717741966	82.32700348	178.6894989	4.971636295	4.207321167	3.614947319	0.215258271	2.416337729	-37.4585495	1601.020142	1563.424927	399574.375	85549.46875
1601.16952	8.720152855	82.35019684	174.8152313	5.044622898	4.364122868	3.485560894	0.216130182	2.411132574	-37.51544571	1601.120361	1563.513306	399574.4063	85549.42969
1601.26952	8.722471237	82.3821106	171.7391815	5.109392166	4.535604477	3.329515219	0.215872183	2.406903982	-37.62562943	1601.220581	1563.601563	399574.4063	85549.39063
1601.36952	8.725095749	82.42371368	169.8174744	5.160573483	4.716640949	3.188898563	0.213378742	2.406313419	-37.87091064	1601.320679	1563.689941	399574.4375	85549.35938
1601.46952	8.726342201	82.44203949	168.8116455	5.151578426	4.783476353	3.068322659	0.208552495	2.406624079	-38.1443367	1601.420898	1563.77832	399574.4688	85549.32031
1601.56952	8.726777077	82.44186401	168.3611145	5.121482849	4.807595253	2.977722168	0.203004196	2.405080557	-38.47294235	1601.521118	1563.866699	399574.4688	85549.28906
1601.66952	8.725989342	82.40898895	168.7619019	5.074238777	4.792437553	2.950688124	0.197033078	2.398321867	-38.92379761	1601.621338	1563.954956	399574.5	85549.25
1601.76952	8.722957611	82.20152283	168.6611176	5.021459103	4.780970573	2.965693474	0.192009449	2.388970137	-39.06555939	1601.721558	1564.043335	399574.5	85549.21875
1601.86952	8.718954086	81.75720215	168.6360474	4.965754986	4.771241665	3.005805254	0.187486351	2.378830433	-39.04049683	1601.821777	1564.131714	399574.5313	85549.17969
1601.96952	8.714097977	80.72459412	169.3688507	4.906240463	4.763367653	3.08421731	0.183614969	2.368791103	-38.79135132	1601.921997	1564.220093	399574.5625	85549.14063
1602.06952	8.709850311	79.3377533	170.2350311	4.875784874	4.87855196	3.644257069	0.18072468	2.366507292	-38.53987122	1602.022095	1564.30835	399574.5625	85549.10938
1602.16952	8.705945969	77.78502655	170.9942932	4.928657532	5.08892107	4.367273331	0.178922042	2.368149757	-38.28744507	1602.122315	1564.396729	399574.5938	85549.07031
1602.26952	8.702468872	76.13463593	171.05867	5.290665627	5.495417118	4.952772141	0.180103153	2.373202324	-38.03501511	1602.222534	1564.485107	399574.625	85549.03906
1602.36952	8.721560478	74.90280914	170.9381867	6.360373497	5.947574139	5.792760849	0.183201313	2.386097431	-37.7330513	1602.322754	1564.573486	399574.625	85549
1602.46952	8.752549171	74.01115418	170.294754	7.887637615	6.529416561	6.858038902	0.187664568	2.403879643	-37.44178009	1602.422974	1564.661743	399574.6563	85548.96094
1602.56952	8.786473274	73.90801239	167.0136414	10.02576065	7.765965462	8.51617527	0.194554329	2.427304745	-37.37018967	1602.523193	1564.750122	399574.6875	85548.92969
1602.66952	8.813849449	73.95570374	163.8635712	12.48983002	9.142891884	10.28453732	0.202131227	2.454529524	-37.32673645	1602.623413	1564.838501	399574.6875	85548.89063
1602.76952	8.836334229	74.09761047	160.8918915	15.07319546	10.57286453	11.57314205	0.20985879	2.483899117	-37.30702591	1602.723633	1564.92688	399574.7188	85548.85938
1602.86952	8.8508358	74.24124908	158.8743744	16.82857704	11.66269398	7.448601246	0.214845657	2.511064529	-37.34855652	1602.823731	1565.015137	399574.75	85548.82031
1602.96952	8.868281364	74.38748932	157.135376	17.28732109	12.35652542	4.299984932	0.21629186	2.52522254	-37.44197083	1602.92395	1565.103516	399574.75	85548.78125
1603.06952	8.887351036	74.52828217	155.6044006	16.72971344	12.70498085	1.982575655	0.214796856	2.529242277	-37.57035065	1603.02417	1565.191895	399574.7813	85548.75
1603.16952	8.893060684	74.50748444	153.9908905	15.51639366	12.09316921	1.597929955	0.207907096	2.527930021	-37.60105896	1603.12439	1565.280273	399574.8125	85548.71094
1603.26952	8.891330719	74.37416077	150.7603607	14.29744339	11.33006764	1.405827522	0.200334907	2.525935173	-37.63173294	1603.224609	1565.36853	399574.8125	85548.67969
1603.36952	8.882734299	74.13694763	146.0371857	13.07329655	10.42731094	1.391457439	0.192132816	2.523310423	-37.6623764	1603.324829	1565.456909	399574.8438	85548.64063
1603.46952	8.870282173	73.66898346	143.1673431	11.83764744	9.560564995	1.407019734	0.177199215	2.515196085	-37.69478226	1603.425049	1565.545288	399574.875	85548.60156
1603.56952	8.85323143	73.27428436	141.4286499	10.62583065	8.756123543	1.405482173	0.159822837	2.504891634	-37.72942734	1603.525147	1565.633667	399574.875	85548.57031
1603.66952	8.83105278	72.96260071	140.9469605	9.440725327	8.021215439	1.384681583	0.139744088	2.492161751	-37.76657104	1603.625366	1565.721924	399574.9063	85548.53125
1603.76952	8.778083801	72.48626709	142.0022125	8.266817093	7.326988697	1.369355083	0.128809452	2.48073864	-37.9435463	1603.725586	1565.810303	399574.9375	85548.5
1603.86952	8.741814613	71.59353638	143.794693	7.213517666	6.595153809	1.347763062	0.120880313	2.4724195	-38.20553207	1603.825806	1565.898682	399574.9375	85548.46094
1603.96952	8.730527878	70.14741516	146.4741516	6.323228836	5.809195519	1.317251205	0.116352759	2.468219996	-38.57259369	1603.926025	1565.987061	399574.9688	85548.42188
1604.06952	8.721426964	68.764534	150.1349945	5.958766937	5.391210079	1.509554386	0.110821262	2.476067781	-38.83311844	1604.026245	1566.075317	399575	85548.39063
1604.16952	8.712667465	67.78379822	154.1386108	5.717222214	5.133670807	1.733226776	0.111913651	2.486364365	-39.00305557	1604.126465	1566.163696	399575	85548.35156
1604.26952	8.704071999	67.45880127	158.5301514	5.582707882	5.074550152	1.967872381	0.12418399	2.498503447	-39.04229736	1604.226685	1566.252075	399575.0313	85548.32031
1604.36952	8.679431915	68.19656372	163.6314545	5.407326698	5.056296349	2.148625135	0.142548025	2.507456064	-39.10965347	1604.326782	1566.340454	399575.0625	85548.28125
1604.46952	8.656179428	69.87895966	169.3630829	5.208790779	5.003258705	2.357271433	0.160205767	2.509269238	-39.20406342	1604.427002	1566.428711	399575.0625	85548.24219
1604.56952	8.641480446	73.11846161	176.1334992	4.977360725	4.864413738	2.642245293	0.174247772	2.49758935	-39.34389496	1604.527222	1566.51709	399575.0938	85548.21094
1604.66952	8.633377075	76.53516388	182.2562256	4.75669241	4.691171646	2.817117453	0.180059835	2.47045207	-39.33843231	1604.627441	1566.605469	399575.125	85548.17188
1604.76952	8.62739563	79.51921845	187.5371857	4.566022873	4.513347626	2.875324726	0.182799995	2.436239481	-39.28474808	1604.727661	1566.693848	399575.125	85548.14063
1604.86952	8.622736931	81.27965546	191.0596161	4.445747376	4.345302582	2.702555656	0.182799995	2.393522978	-39.19813538	1604.827881	1566.782105	399575.1563	85548.10156
1604.96952	8.62695694	81.67328644	192.7530823	4.350522518	4.234950542	2.507860661	0.186768502	2.365340948	-39.12878418	1604.928101	1566.870483	399575.1563	85548.07031
1605.06952	8.64017868	81.7039032	193.3889465	4.292490006	4.15305233	2.329715252	0.192474544	2.346006155	-39.15623474	1605.028198	1566.958862	399575.1875	85548.03125
1605.16952	8.673708916	81.99314117	192.4779205	4.330810547	4.103708744	2.229780674	0.199692383	2.340428591	-39.48569489	1605.128418	1567.047241	399575.2188	85547.99219
1605.26952	8.687681198	82.53282929	191.144516	4.500603199	4.111088276	2.179415703	0.20672442	2.338103056	-39.76289368	1605.228638	1567.135498	399575.2188	85547.96094
1605.36952	8.692186356	82.86987305	189.7341766	4.73360157	4.240937233	2.135127068	0.213281363	2.337179422	-40.01704025	1605.328857	1567.223877	399575.25	85547.92188
1605.46952	8.690480232	81.85019684	188.7551575	5.006435871	4.810163021	2.027121782	0.218071386	2.336523294	-40.26454926	1605.429077	1567.312256	399575.2813	85547.89063
1605.56952	8.688211441	80.30965424	188.6079254	5.501262665	5.327983379	1.899195314	0.216798425	2.335866928	-40.39716339	1605.529297	1567.400635	399575.2813	85547.85156
1605.66952	8.685464859	78.53551483	189.0103912	6.11943531	5.792800427	1.767601132	0.212357476	2.336986542	-40.41047668	1605.629517	1567.488892	399575.3125	85547.8125
1605.76952	8.681527138	76.98197937	190.1831055	6.794698238	6.089125633	1.677902937	0.207633063	2.349388123	-40.04190445	1605.729736	1567.577271	399575.3438	85547.78125
1605.86952	8.679999352	75.88217163	189.5732575	7.376514435	6.235463142	1.649485111	0.208008662	2.363757372	-39.74786758	1605.829834	1567.665649	399575.3438	85547.74219
1605.96952	8.679999352	75.17382813	187.7994385	7.884298325	6.280132771	1.670017362	0.211842775	2.38064456	-39.50134277	1605.930054	1567.754028	399575.375	85547.71094
1606.06952	8.679999352	75.54114533	185.6748352	8.238825798	6.256641865	1.795214176	0.218010753	2.410697222	-39.25751114	1606.030273	1567.842285	399575.4063	85547.67188
1606.16952	8.68181324	76.31319428	184.7948303	8.199256897	6.208244801	1.958529115	0.225511029	2.439417362	-39.03591919	1606.130493	1567.930664	399575.4063	85547.63281
1606.26952	8.685173035	77.41094971	184.9122467	7.854204178	6.139328957	2.142258883	0.234083206	2.466377974	-38.83615494	1606.230713	1568.019043	399575.4375	85547.60156
1606.36952	8.691997528	78.81698608	185.875824	7.489309311	6.040050507	2.108728647	0.243663251	2.47582674	-38.747509	1606.330933	1568.107422	399575.4688	85547.5625
1606.46952	8.703087807	79.90258789	185.5037231	7.164129734	5.93755579	2.049703121	0.249722049	2.482431412	-38.8923111	1606.431152	1568.195679	399575.4688	85547.53125
1606.56952	8.718178749	80.68762207	183.8787994	6.876203537	5.832044125	1.966763496	0.252477944	2.486368418	-39.25609207	1606.53125	1568.284058	399575.5	85547.49219
1606.66952	8.719407082	81.01317596	181.2569275	6.606047154	5.72542572	1.906020284	0.251133084	2.479760408	-39.52431488	1606.63147	1568.372437	399575.5313	85547.45313
1606.76952	8.716069222	81.23068237	177.7297211	6.341684341	5.61640358	1.978700757	0.249233082	2.472883463	-39.76182556	1606.73169	1568.460815	399575.5313	85547.42188
1606.86952	8.707670212	81.32955933	173.1825409	6.083745003	5.504657745	2.202847719	0.246739641	2.465796709	-39.96530533	1606.831909	1568.549072	399575.5625	85547.38281
1606.96952	8.699086189	81.18228912	168.4437866	5.897658348	5.303963661	2.358300686	0.242945418	2.466638804	-40.00568771	1606.932129	1568.637451	399575.5938	85547.35156
1607.06952	8.689745903	80.9363327	164.1094055	5.726664543	5.119157791	2.401316643	0.238881111	2.466022015	-40.0131073	1607.032349	1568.72583	399575.5938	85547.3125
1607.16952	8.67937851	80.5742569	160.3491669	5.570627689	4.963580132	2.294689417	0.234550387	2.462741137	-39.98836899	1607.132568	1568.814209	399575.625	85547.27344
1607.26952	8.653313637	80.05973053	160.0913239	5.452630043	4.788542271	2.121097088	0.230219692	2.452758074	-39.93688583	1607.232666	1568.902466	399575.6563	85547.24219
1607.36952	8.630405426	79.45133209	161.0469055	5.351178646	4.60463047	1.992944837	0.225888982	2.44099617	-39.87155533	1607.332886	1568.990845	399575.6563	85547.20313
1607.46952	8.615903854	78.71432495	163.3646851	5.270207882	4.409552097	1.954624653	0.221558273	2.427544594	-39.78808975	1607.433106	1569.079224	399575.6875	85547.17188
1607.56952	8.61342144	79.11454773	166.9648285	5.195691109	4.216253758	2.046954393	0.208936736	2.42694664	-39.6950531	1607.533325	1569.167603	399575.7188	85547.13281
1607.66952	8.615432739	79.74176788	170.9779816	5.057574272	4.06994009	2.125582695	0.195360631	2.429822207	-39.5961113	1607.633545	1569.255859	399575.7188	85547.10156
1607.76952	8.622322083	80.41728973	175.3733215	4.784345627	4.020989895	2.126763821	0.18289344	2.435137034	-39.48843384	1607.733765	1569.344238	399575.75	85547.0625
1607.86952	8.63955307	80.76893616	180.5274048	4.505238056	3.90316844	1.920018435	0.178772703	2.435570002	-39.20406723	1607.833984	1569.432617	399575.7813	85547.02344
1607.96952	8.656272888	80.74601746	185.2594605	4.259106636	3.754691124	1.658701539	0.179382682	2.435760498	-38.91558456	1607.934204	1569.520996	399575.7813	85546.99219
1608.06952	8.664868355	79.95297241	188.3868103	4.103332043	3.570964336	1.390591383	0.186928615	2.438516378	-38.73218155	1608.034302	1569.609375	399575.8125	85546.95313
1608.16952	8.671441078	78.9342804	189.9657593	4.030948639	3.433867216	1.204342604	0.197139114	2.431008816	-38.60049438	1608.134522	1569.697632	399575.8125	85546.92188
1608.26952	8.675625801	77.91199493	190.6738129	3.991901636	3.320795298	1.061023712	0.205385819	2.418186665	-38.50102997	1608.234741	1569.786011	399575.8438	85546.88281
1608.36952	8.673985481	77.1295166	190.1620789	3.972610235	3.237002611	0.971653581	0.204007879	2.398829699	-38.45293808	1608.334961	1569.87439	399575.875	85546.84375
1608.46952	8.669989586	76.36038208	189.60289	3.93156147	3.169839859	0.948295057	0.199996859	2.382521391	-38.41805267	1608.435181	1569.962769	399575.875	85546.8125
1608.56952	8.664931297	75.76217651	188.9533386	3.877147913	3.108901739	0.96425432	0.196118906	2.371936083	-38.37910843	1608.5354	1570.051025	399575.9063	85546.77344
1608.66952	8.659551621	75.91703033	187.9829102	3.803525925	3.044466019	1.032889485	0.197890565	2.381581783	-38.29636383	1608.63562	1570.139404	399575.9375	85546.74219
1608.76952	8.677500725	76.40776062	187.0778046	3.740019321	2.979427576	1.206381321	0.198844358	2.396521807	-38.22623062	1608.735718	1570.227783	399575.9375	85546.70313
1608.86952	8.707415581	77.25887299	186.3089752	3.691561461	2.919451952	1.45691967	0.199048817	2.414047957	-38.15821075	1608.835938	1570.316162	399575.9688	85546.66406
1608.96952	8.735565186	79.3215332	186.2110138	3.707178116	2.894845724	1.852523446	0.197145939	2.43032074	-38.06057358	1608.936157	1570.404419	399576	85546.63281
1609.06952	8.753980637	81.89082336	186.9723816	3.736638546	2.889987469	2.148708582	0.199711278	2.439492464	-37.96057892	1609.036377	1570.492798	399576	85546.59375
1609.16952	8.764406204	84.73445129	188.2992096	3.778491259	2.897481203	2.36070466	0.205405504	2.44351244	-37.87588501	1609.136597	1570.581177	399576.0313	85546.5625
1609.26952	8.756137848	87.00774384	189.7504578	3.858150005	2.900827408	2.353618145	0.213804454	2.441281557	-37.97450638	1609.236816	1570.669556	399576.0625	85546.52344
1609.36952	8.741182327	88.64479065	190.9542236	3.930680275	2.906782866	2.347523689	0.222754598	2.43357563	-38.12728882	1609.337036	1570.757813	399576.0625	85546.48438
1609.46952	8.72063446	89.73325348	191.9889221	3.995842457	2.914868593	2.343829155	0.231937006	2.421423674	-38.32265472	1609.437256	1570.846191	399576.0938	85546.45313
1609.56952	8.691041946	89.51816559	193.7034912	4.013689995	2.925104618	2.383527279	0.235742778	2.405413151	-38.51858521	1609.537354	1570.93457	399576.125	85546.41406
1609.66952	8.664338112	88.61006165	194.9385529	4.000629902	2.934635401	2.405856371	0.23870866	2.370589018	-38.79548264	1609.637573	1571.022949	399576.125	85546.38281
1609.76952	8.640386581	87.04141998	195.716568	3.958110333	2.943493605	2.411630631	0.240874007	2.317832947	-39.14955139	1609.737793	1571.111206	399576.1563	85546.34375
1609.86952	8.625318527	84.44660187	193.8054047	3.899707317	2.953000307	2.409301281	0.23979789	2.282062531	-39.61201477	1609.838013	1571.199585	399576.1875	85546.30469
1609.96952	8.622384071	82.36034393	191.5878906	3.873567104	2.961540461	2.426206827	0.236672968	2.258828878	-40.21992493	1609.938232	1571.287964	399576.1875	85546.27344
1610.06952	8.633342743	80.8759613	189.0542297	3.884918928	2.96895504	2.465445519	0.231226772	2.249839306	-40.99433899	1610.038452	1571.376343	399576.2188	85546.23438
1610.16952	8.654231072	80.25281525	188.2469788	3.96818924	2.878607273	2.478162289	0.224670336	2.258983851	-41.27099228	1610.138672	1571.4646	399576.25	85546.20313
1610.26952	8.67575264	79.83340454	188.0241242	4.072973728	2.799816847	2.46723938	0.218998417	2.278512001	-41.5156517	1610.23877	1571.552979	399576.25	85546.16406
1610.36952	8.697276115	79.62284851	188.46698	4.201517582	2.746011019	2.425507069	0.214667723	2.310992241	-41.76000977	1610.338989	1571.641357	399576.2813	85546.125
1610.46952	8.718797684	79.52857971	190.9933777	4.604040146	2.754539967	2.296272278	0.21782887	2.349032879	-41.81074905	1610.439209	1571.729736	399576.3125	85546.09375
1610.56952	8.738822937	79.4603653	194.1165619	5.077429295	2.802417517	2.107786655	0.224963784	2.38793993	-41.76449203	1610.539429	1571.817993	399576.3125	85546.05469
1610.66952	8.756277084	79.41272736	197.8313904	5.615552902	2.904911041	1.835739374	0.23736535	2.42717886	-41.59192276	1610.639648	1571.906372	399576.3438	85546.02344
1610.76952	8.758999825	78.94668579	197.7092285	6.565541267	3.02806139	1.590164065	0.253422052	2.466916084	-41.48757935	1610.739868	1571.994751	399576.375	85545.98438
1610.86952	8.758999825	78.41692352	195.2116699	7.394701481	3.230830431	1.36619556	0.265555918	2.499690294	-41.4148674	1610.840088	1572.08313	399576.375	85545.95313
